id,title,genre,description,rating
1166,Baahubali: The Beginning,Action,A hero rises to defeat his enemies,8.8
1167,Dangal,Drama,A young man rises to power and avenges his family,9.2
1168,3 Idiots,Sci-Fi,"A story of love, betrayal, and revenge",7.3
1169,RRR,Sports,A man fights for justice in a corrupt society,7.4
1170,Chak De India,Romance,A hero rises to defeat his enemies,8.0
1171,Bharat Ane Nenu,Mystery,A young boy discovers his hidden powers,8.5
1172,PK,Adventure,A young man rises to power and avenges his family,7.2
1173,Lagaan,Romance,"A story of love, betrayal, and revenge",7.5
1175,Bharat Ane Nenu,Sports,A romantic tale with unexpected twists,9.1
1176,Chak De India,Sci-Fi,An epic tale of warriors and kingdoms,8.1
1177,Lagaan,Comedy,A man fights for justice in a corrupt society,9.0
1178,Dilwale Dulhania Le Jayenge,Adventure,A young man rises to power and avenges his family,8.0
1180,Dilwale Dulhania Le Jayenge,Crime,A young man rises to power and avenges his family,8.7
1183,Taare Zameen Par,Thriller,A team of explorers travels through space and time,8.6
1184,Jersey,Comedy,An epic tale of warriors and kingdoms,8.8
1188,Pushpa: The Rise,Crime,A hero rises to defeat his enemies,7.5
1189,Swades,Thriller,A young boy discovers his hidden powers,7.1
1190,Sholay,Sci-Fi,A young boy discovers his hidden powers,7.8
1193,Swades,Romance,A team of explorers travels through space and time,9.2
1194,Swades,Drama,"A story of love, betrayal, and revenge",7.3
1195,Jersey,Crime,A hero rises to defeat his enemies,7.8
1196,Kabir Singh,Comedy,A team of explorers travels through space and time,8.3
1198,Baahubali: The Beginning,Sports,A romantic tale with unexpected twists,9.5
1200,Kabir Singh,Crime,A romantic tale with unexpected twists,8.5
1201,PK,Mystery,A romantic tale with unexpected twists,8.6
1203,Magadheera,Action,A young boy discovers his hidden powers,9.4
1204,3 Idiots,Adventure,A romantic tale with unexpected twists,8.3
1207,Kabir Singh,Action,"A story of love, betrayal, and revenge",7.7
1208,Dilwale Dulhania Le Jayenge,Thriller,"A story of love, betrayal, and revenge",7.1
1209,Chak De India,Crime,An epic tale of warriors and kingdoms,9.5
1211,Ala Vaikunthapurramuloo,Mystery,A team of explorers travels through space and time,7.1
1216,Drishyam,Adventure,A romantic tale with unexpected twists,9.0
1218,RRR,Drama,A man fights for justice in a corrupt society,7.7
1221,Lagaan,Sci-Fi,A hero rises to defeat his enemies,8.6
1223,Eega,Sports,A hero rises to defeat his enemies,9.0
1225,Arjun Reddy,Mystery,A young boy discovers his hidden powers,9.3
1226,Bharat Ane Nenu,Action,A man fights for justice in a corrupt society,8.0
1227,Chak De India,Sports,A young boy discovers his hidden powers,7.8
1233,Sholay,Action,A man fights for justice in a corrupt society,7.4
1235,Gully Boy,Crime,A young boy discovers his hidden powers,7.9
1238,Bharat Ane Nenu,Crime,A hero rises to defeat his enemies,7.0
1241,3 Idiots,Sci-Fi,An epic tale of warriors and kingdoms,9.3
1242,Ala Vaikunthapurramuloo,Crime,A romantic tale with unexpected twists,8.5
1243,Kabir Singh,Adventure,A team of explorers travels through space and time,7.5
1244,Arjun Reddy,Comedy,A team of explorers travels through space and time,8.3
1245,Lagaan,Thriller,An epic tale of warriors and kingdoms,9.0
1248,Dangal,Action,An epic tale of warriors and kingdoms,9.2
1253,3 Idiots,Comedy,A romantic tale with unexpected twists,7.2
1255,Rang De Basanti,Sci-Fi,"A story of love, betrayal, and revenge",9.4
1258,Dilwale Dulhania Le Jayenge,Comedy,An epic tale of warriors and kingdoms,9.1
1261,Swades,Thriller,An epic tale of warriors and kingdoms,8.8
1262,3 Idiots,Romance,A young man rises to power and avenges his family,7.6
1263,PK,Crime,A man fights for justice in a corrupt society,8.3
1264,Chak De India,Adventure,A young man rises to power and avenges his family,8.5
1267,Magadheera,Action,"A story of love, betrayal, and revenge",7.3
1268,Sholay,Comedy,"A story of love, betrayal, and revenge",7.6
1269,Pushpa: The Rise,Thriller,A hero rises to defeat his enemies,7.1
1270,Drishyam,Drama,A young man rises to power and avenges his family,7.7
1271,Gully Boy,Comedy,"A story of love, betrayal, and revenge",8.2
1273,PK,Action,A hero rises to defeat his enemies,8.0
1276,3 Idiots,Thriller,"A story of love, betrayal, and revenge",7.0
1277,Lagaan,Action,A hero rises to defeat his enemies,8.1
1279,Pushpa: The Rise,Sci-Fi,A team of explorers travels through space and time,7.0
1281,Baahubali: The Beginning,Thriller,"A story of love, betrayal, and revenge",7.7
1282,Jersey,Crime,A romantic tale with unexpected twists,9.1
1286,Taare Zameen Par,Action,An epic tale of warriors and kingdoms,9.4
1287,Chak De India,Crime,A young boy discovers his hidden powers,9.4
1292,Bharat Ane Nenu,Adventure,An epic tale of warriors and kingdoms,7.5
1294,Bharat Ane Nenu,Romance,A team of explorers travels through space and time,7.5
1295,Pushpa: The Rise,Sports,An epic tale of warriors and kingdoms,7.5
1300,Chak De India,Comedy,"A story of love, betrayal, and revenge",7.7
1301,Dangal,Drama,A man fights for justice in a corrupt society,7.3
1302,Bharat Ane Nenu,Thriller,A hero rises to defeat his enemies,7.2
1303,3 Idiots,Drama,A young boy discovers his hidden powers,7.9
1304,Dangal,Comedy,A young man rises to power and avenges his family,8.1
1305,Drishyam,Romance,A team of explorers travels through space and time,8.7
1306,Arjun Reddy,Thriller,A romantic tale with unexpected twists,9.0
1308,Baahubali: The Beginning,Drama,A hero rises to defeat his enemies,8.7
1309,Dangal,Drama,A romantic tale with unexpected twists,8.3
1313,Eega,Romance,A hero rises to defeat his enemies,7.4
1316,Chak De India,Comedy,A young boy discovers his hidden powers,8.8
1318,Baahubali: The Beginning,Adventure,A romantic tale with unexpected twists,7.1
1322,Taare Zameen Par,Adventure,A romantic tale with unexpected twists,8.0
1326,Gully Boy,Action,A young man rises to power and avenges his family,7.9
1329,Bharat Ane Nenu,Adventure,"A story of love, betrayal, and revenge",7.5
1338,3 Idiots,Thriller,A young boy discovers his hidden powers,7.5
1339,Eega,Comedy,"A story of love, betrayal, and revenge",8.7
1340,Arjun Reddy,Action,A hero rises to defeat his enemies,7.4
1341,Magadheera,Crime,A romantic tale with unexpected twists,8.0
1345,Eega,Comedy,A young boy discovers his hidden powers,8.4
1346,Lagaan,Thriller,A team of explorers travels through space and time,8.0
1347,Taare Zameen Par,Action,A man fights for justice in a corrupt society,9.0
1348,Eega,Adventure,An epic tale of warriors and kingdoms,7.4
1349,Kabir Singh,Comedy,An epic tale of warriors and kingdoms,7.4
1350,Lagaan,Drama,A man fights for justice in a corrupt society,7.2
1352,Drishyam,Comedy,A team of explorers travels through space and time,8.3
1353,Jersey,Mystery,A young boy discovers his hidden powers,7.5
1359,Pushpa: The Rise,Action,A young man rises to power and avenges his family,7.9
1360,Pushpa: The Rise,Romance,A team of explorers travels through space and time,8.3
1363,Dilwale Dulhania Le Jayenge,Drama,An epic tale of warriors and kingdoms,9.4
1364,Eega,Crime,An epic tale of warriors and kingdoms,9.5
1365,Sholay,Thriller,A young boy discovers his hidden powers,9.5
1366,Bharat Ane Nenu,Mystery,A hero rises to defeat his enemies,8.3
1367,Eega,Crime,A young man rises to power and avenges his family,7.8
1368,Magadheera,Action,A hero rises to defeat his enemies,9.0
1369,Jersey,Adventure,An epic tale of warriors and kingdoms,8.4
1371,Rang De Basanti,Romance,A man fights for justice in a corrupt society,7.1
1373,Ala Vaikunthapurramuloo,Thriller,A young boy discovers his hidden powers,9.0
1377,Rang De Basanti,Crime,A romantic tale with unexpected twists,8.4
1378,Ala Vaikunthapurramuloo,Comedy,A young man rises to power and avenges his family,8.5
1379,Dangal,Sci-Fi,A team of explorers travels through space and time,7.2
1380,Rang De Basanti,Thriller,A team of explorers travels through space and time,7.2
1381,Baahubali: The Beginning,Action,A young boy discovers his hidden powers,7.7
1382,Lagaan,Comedy,A hero rises to defeat his enemies,9.5
1383,Sholay,Action,"A story of love, betrayal, and revenge",9.0
1384,Chak De India,Romance,A young man rises to power and avenges his family,9.0
1385,RRR,Adventure,A hero rises to defeat his enemies,9.3
1407,Taare Zameen Par,Drama,A young boy discovers his hidden powers,9.1
1412,PK,Thriller,A hero rises to defeat his enemies,9.2
1413,Bharat Ane Nenu,Action,A team of explorers travels through space and time,7.3
1415,Taare Zameen Par,Comedy,A hero rises to defeat his enemies,8.5
1417,Bharat Ane Nenu,Romance,"A story of love, betrayal, and revenge",7.5
1419,RRR,Sci-Fi,A team of explorers travels through space and time,9.1
1420,Lagaan,Mystery,A hero rises to defeat his enemies,8.0
1421,Drishyam,Comedy,A hero rises to defeat his enemies,9.5
1425,Rang De Basanti,Adventure,A team of explorers travels through space and time,9.0
1427,Jersey,Romance,A young man rises to power and avenges his family,9.0
1429,Dangal,Romance,An epic tale of warriors and kingdoms,8.7
1430,Magadheera,Crime,An epic tale of warriors and kingdoms,8.5
1431,Lagaan,Drama,A team of explorers travels through space and time,7.4
1432,Bharat Ane Nenu,Romance,A man fights for justice in a corrupt society,7.5
1436,PK,Crime,A young man rises to power and avenges his family,7.3
1439,3 Idiots,Crime,"A story of love, betrayal, and revenge",9.5
1441,3 Idiots,Action,A man fights for justice in a corrupt society,7.8
1443,Ala Vaikunthapurramuloo,Mystery,A hero rises to defeat his enemies,9.1
1445,Taare Zameen Par,Comedy,A young man rises to power and avenges his family,9.1
1447,Drishyam,Drama,A young boy discovers his hidden powers,8.3
1449,Bharat Ane Nenu,Mystery,A man fights for justice in a corrupt society,8.7
1452,Jersey,Crime,A young boy discovers his hidden powers,8.4
1453,3 Idiots,Sports,A romantic tale with unexpected twists,7.7
1454,Drishyam,Comedy,A young boy discovers his hidden powers,9.3
1456,Eega,Drama,A young man rises to power and avenges his family,8.5
1457,Gully Boy,Crime,A young man rises to power and avenges his family,9.0
1458,3 Idiots,Sci-Fi,A team of explorers travels through space and time,9.3
1459,Gully Boy,Comedy,A romantic tale with unexpected twists,8.8
1464,Dilwale Dulhania Le Jayenge,Sci-Fi,A man fights for justice in a corrupt society,8.3
1465,Dilwale Dulhania Le Jayenge,Sports,A young man rises to power and avenges his family,8.3
1466,Eega,Mystery,A romantic tale with unexpected twists,7.9
1467,Pushpa: The Rise,Action,"A story of love, betrayal, and revenge",9.0
1469,Arjun Reddy,Action,A team of explorers travels through space and time,8.7
1471,Magadheera,Comedy,A young boy discovers his hidden powers,8.7
1472,Drishyam,Comedy,A man fights for justice in a corrupt society,7.2
1480,Swades,Adventure,A young boy discovers his hidden powers,7.9
1483,3 Idiots,Adventure,A team of explorers travels through space and time,9.2
1484,Gully Boy,Adventure,A team of explorers travels through space and time,7.9
1487,Magadheera,Mystery,An epic tale of warriors and kingdoms,8.3
1488,Arjun Reddy,Mystery,A man fights for justice in a corrupt society,9.0
1489,Lagaan,Crime,A team of explorers travels through space and time,9.2
1490,Kabir Singh,Romance,A romantic tale with unexpected twists,7.6
1494,Chak De India,Mystery,A hero rises to defeat his enemies,9.2
1497,Magadheera,Comedy,A romantic tale with unexpected twists,7.2
1499,Swades,Crime,A romantic tale with unexpected twists,9.1
1500,RRR,Crime,A team of explorers travels through space and time,7.0
1501,Dilwale Dulhania Le Jayenge,Crime,A man fights for justice in a corrupt society,9.4
1508,Dangal,Drama,"A story of love, betrayal, and revenge",7.5
1510,3 Idiots,Action,A team of explorers travels through space and time,9.5
1514,Bharat Ane Nenu,Mystery,A romantic tale with unexpected twists,9.5
1516,Sholay,Sci-Fi,"A story of love, betrayal, and revenge",8.6
1518,Baahubali: The Beginning,Action,A young man rises to power and avenges his family,8.4
1519,Baahubali: The Beginning,Crime,A team of explorers travels through space and time,9.1
1523,PK,Action,"A story of love, betrayal, and revenge",7.1
1526,Eega,Crime,A hero rises to defeat his enemies,9.0
1527,Eega,Comedy,A romantic tale with unexpected twists,8.4
1529,Swades,Sci-Fi,A team of explorers travels through space and time,8.5
1531,Dilwale Dulhania Le Jayenge,Romance,An epic tale of warriors and kingdoms,9.4
1532,Pushpa: The Rise,Romance,An epic tale of warriors and kingdoms,7.4
1533,Arjun Reddy,Romance,A young boy discovers his hidden powers,9.3
1534,Kabir Singh,Sports,A romantic tale with unexpected twists,9.0
1535,Rang De Basanti,Sports,A young man rises to power and avenges his family,7.8
1536,3 Idiots,Crime,A romantic tale with unexpected twists,7.4
1539,Dangal,Crime,A team of explorers travels through space and time,9.3
1540,Baahubali: The Beginning,Drama,A young man rises to power and avenges his family,8.3
1541,Dilwale Dulhania Le Jayenge,Action,A man fights for justice in a corrupt society,8.9
1542,Baahubali: The Beginning,Comedy,A team of explorers travels through space and time,9.1
1543,Rang De Basanti,Mystery,"A story of love, betrayal, and revenge",7.2
1548,Taare Zameen Par,Mystery,"A story of love, betrayal, and revenge",7.7
1550,Sholay,Crime,A hero rises to defeat his enemies,7.2
1553,Kabir Singh,Romance,A team of explorers travels through space and time,7.2
1554,Jersey,Romance,An epic tale of warriors and kingdoms,8.6
1555,Bharat Ane Nenu,Romance,A hero rises to defeat his enemies,8.8
1556,Dangal,Drama,A hero rises to defeat his enemies,8.7
1557,Lagaan,Crime,A romantic tale with unexpected twists,9.0
1559,RRR,Thriller,A young man rises to power and avenges his family,7.6
1562,Jersey,Drama,A man fights for justice in a corrupt society,9.1
1564,Drishyam,Romance,An epic tale of warriors and kingdoms,7.2
1565,Magadheera,Adventure,A young boy discovers his hidden powers,8.4
1568,RRR,Thriller,"A story of love, betrayal, and revenge",7.0
1569,Rang De Basanti,Adventure,An epic tale of warriors and kingdoms,9.0
1570,Bharat Ane Nenu,Romance,An epic tale of warriors and kingdoms,8.3
1575,Drishyam,Romance,A romantic tale with unexpected twists,7.5
1576,Sholay,Action,An epic tale of warriors and kingdoms,9.1
1577,Bharat Ane Nenu,Thriller,A young boy discovers his hidden powers,7.1
1578,Magadheera,Crime,A young boy discovers his hidden powers,9.5
1579,Taare Zameen Par,Adventure,A young boy discovers his hidden powers,9.2
1580,Lagaan,Thriller,A romantic tale with unexpected twists,8.6
1586,Ala Vaikunthapurramuloo,Adventure,A young boy discovers his hidden powers,7.6
1587,Dangal,Adventure,A man fights for justice in a corrupt society,7.7
1588,RRR,Action,A young boy discovers his hidden powers,7.0
1590,Gully Boy,Action,An epic tale of warriors and kingdoms,7.9
1593,Chak De India,Sci-Fi,A young man rises to power and avenges his family,9.0
1596,Swades,Mystery,An epic tale of warriors and kingdoms,8.2
1597,Magadheera,Adventure,"A story of love, betrayal, and revenge",9.2
1598,Chak De India,Mystery,A romantic tale with unexpected twists,7.5
1603,Arjun Reddy,Drama,"A story of love, betrayal, and revenge",8.0
1605,Dilwale Dulhania Le Jayenge,Action,An epic tale of warriors and kingdoms,7.4
1609,Gully Boy,Sports,A young boy discovers his hidden powers,7.0
1611,Lagaan,Adventure,A team of explorers travels through space and time,8.4
1614,RRR,Mystery,A young boy discovers his hidden powers,7.4
1615,Drishyam,Sci-Fi,A young boy discovers his hidden powers,7.6
1617,Sholay,Mystery,A romantic tale with unexpected twists,8.6
1621,Drishyam,Thriller,A young man rises to power and avenges his family,8.4
1622,Rang De Basanti,Crime,An epic tale of warriors and kingdoms,7.3
1628,PK,Crime,"A story of love, betrayal, and revenge",8.5
1629,Ala Vaikunthapurramuloo,Sci-Fi,A young boy discovers his hidden powers,8.5
1630,Chak De India,Adventure,"A story of love, betrayal, and revenge",7.1
1632,Kabir Singh,Sci-Fi,"A story of love, betrayal, and revenge",7.0
1633,Magadheera,Thriller,"A story of love, betrayal, and revenge",7.8
1634,Lagaan,Romance,A romantic tale with unexpected twists,8.7
1636,Rang De Basanti,Mystery,A man fights for justice in a corrupt society,8.1
1641,Sholay,Comedy,A hero rises to defeat his enemies,8.1
1642,Gully Boy,Romance,"A story of love, betrayal, and revenge",7.1
1646,Dangal,Mystery,A team of explorers travels through space and time,7.4
1652,Eega,Adventure,"A story of love, betrayal, and revenge",7.2
1653,Ala Vaikunthapurramuloo,Mystery,A young man rises to power and avenges his family,8.6
1656,Sholay,Sports,A man fights for justice in a corrupt society,7.3
1659,Arjun Reddy,Romance,An epic tale of warriors and kingdoms,9.1
1660,Chak De India,Romance,A young boy discovers his hidden powers,7.0
1662,Eega,Adventure,A romantic tale with unexpected twists,7.2
1664,RRR,Adventure,An epic tale of warriors and kingdoms,8.5
1665,Rang De Basanti,Sci-Fi,A hero rises to defeat his enemies,7.9
1672,Dilwale Dulhania Le Jayenge,Romance,A young boy discovers his hidden powers,9.3
1673,Swades,Crime,"A story of love, betrayal, and revenge",7.1
1674,Pushpa: The Rise,Comedy,An epic tale of warriors and kingdoms,8.4
1683,3 Idiots,Romance,"A story of love, betrayal, and revenge",9.0
1684,Chak De India,Action,A young man rises to power and avenges his family,9.0
1685,Drishyam,Romance,A man fights for justice in a corrupt society,8.2
1687,Gully Boy,Mystery,A team of explorers travels through space and time,9.1
1691,Eega,Sci-Fi,A romantic tale with unexpected twists,7.8
1699,Rang De Basanti,Sports,A romantic tale with unexpected twists,8.2
1700,Bharat Ane Nenu,Mystery,A young man rises to power and avenges his family,8.6
1702,Pushpa: The Rise,Sports,A young man rises to power and avenges his family,7.0
1704,Swades,Comedy,A young man rises to power and avenges his family,8.6
1712,Ala Vaikunthapurramuloo,Sci-Fi,An epic tale of warriors and kingdoms,8.5
1713,Drishyam,Sci-Fi,A romantic tale with unexpected twists,7.4
1715,Pushpa: The Rise,Adventure,A team of explorers travels through space and time,8.9
1716,Pushpa: The Rise,Romance,A romantic tale with unexpected twists,8.2
1719,Rang De Basanti,Drama,A romantic tale with unexpected twists,7.3
1720,Taare Zameen Par,Drama,A team of explorers travels through space and time,7.9
1724,Pushpa: The Rise,Drama,A team of explorers travels through space and time,7.0
1725,Dangal,Adventure,A team of explorers travels through space and time,8.5
1726,Drishyam,Sports,A romantic tale with unexpected twists,8.0
1728,Drishyam,Mystery,A young man rises to power and avenges his family,7.3
1730,Sholay,Romance,A team of explorers travels through space and time,9.4
1736,Pushpa: The Rise,Action,A romantic tale with unexpected twists,9.0
1740,Sholay,Romance,An epic tale of warriors and kingdoms,8.9
1742,Swades,Crime,A young man rises to power and avenges his family,7.5
1744,3 Idiots,Comedy,An epic tale of warriors and kingdoms,8.9
1747,Swades,Adventure,A young man rises to power and avenges his family,8.3
1749,PK,Romance,A team of explorers travels through space and time,7.1
1753,Bharat Ane Nenu,Mystery,"A story of love, betrayal, and revenge",7.4
1755,Rang De Basanti,Drama,A hero rises to defeat his enemies,8.9
1756,Chak De India,Thriller,A young boy discovers his hidden powers,8.9
1758,Dangal,Crime,A romantic tale with unexpected twists,9.3
1761,Sholay,Mystery,An epic tale of warriors and kingdoms,8.1
1764,Arjun Reddy,Romance,"A story of love, betrayal, and revenge",8.4
1768,Pushpa: The Rise,Thriller,A team of explorers travels through space and time,7.1
1769,Arjun Reddy,Sports,A team of explorers travels through space and time,8.3
1770,PK,Romance,A young man rises to power and avenges his family,9.5
1771,Kabir Singh,Action,A man fights for justice in a corrupt society,7.4
1772,RRR,Crime,A romantic tale with unexpected twists,9.5
1773,PK,Adventure,A hero rises to defeat his enemies,9.5
1774,Swades,Crime,A team of explorers travels through space and time,8.9
1777,3 Idiots,Mystery,A young man rises to power and avenges his family,7.2
1780,Drishyam,Sports,A team of explorers travels through space and time,7.0
1781,Taare Zameen Par,Action,A hero rises to defeat his enemies,7.7
1785,Chak De India,Action,An epic tale of warriors and kingdoms,9.2
1789,Bharat Ane Nenu,Mystery,A team of explorers travels through space and time,8.2
1792,PK,Action,A man fights for justice in a corrupt society,7.9
1794,Chak De India,Sci-Fi,A hero rises to defeat his enemies,7.1
1798,Lagaan,Mystery,"A story of love, betrayal, and revenge",7.6
1799,Magadheera,Drama,A young man rises to power and avenges his family,7.9
1800,Lagaan,Thriller,A hero rises to defeat his enemies,7.5
1801,Drishyam,Sports,A hero rises to defeat his enemies,9.0
1803,Kabir Singh,Mystery,"A story of love, betrayal, and revenge",7.2
1814,Chak De India,Thriller,"A story of love, betrayal, and revenge",7.8
1823,Dangal,Action,A man fights for justice in a corrupt society,8.4
1824,Pushpa: The Rise,Sports,"A story of love, betrayal, and revenge",8.9
1825,Magadheera,Sci-Fi,A team of explorers travels through space and time,9.5
1827,Dangal,Crime,An epic tale of warriors and kingdoms,9.1
1828,Lagaan,Comedy,"A story of love, betrayal, and revenge",8.0
1830,PK,Comedy,A romantic tale with unexpected twists,8.6
1838,Rang De Basanti,Sci-Fi,A young boy discovers his hidden powers,7.5
1839,Bharat Ane Nenu,Drama,A young man rises to power and avenges his family,8.4
1841,Jersey,Adventure,A young boy discovers his hidden powers,9.3
1843,Bharat Ane Nenu,Sports,A young boy discovers his hidden powers,9.1
1845,Lagaan,Drama,"A story of love, betrayal, and revenge",7.9
1846,Rang De Basanti,Romance,A young boy discovers his hidden powers,8.4
1848,Rang De Basanti,Sports,A young boy discovers his hidden powers,9.4
1850,Eega,Sports,A young boy discovers his hidden powers,7.7
1851,Baahubali: The Beginning,Drama,"A story of love, betrayal, and revenge",9.0
1852,Rang De Basanti,Romance,"A story of love, betrayal, and revenge",7.2
1853,Taare Zameen Par,Comedy,A team of explorers travels through space and time,7.7
1854,Swades,Thriller,A team of explorers travels through space and time,7.6
1856,Ala Vaikunthapurramuloo,Romance,A young man rises to power and avenges his family,7.2
1866,Eega,Drama,A hero rises to defeat his enemies,9.2
1868,Baahubali: The Beginning,Sports,A hero rises to defeat his enemies,9.1
1873,Pushpa: The Rise,Mystery,An epic tale of warriors and kingdoms,9.3
1874,Kabir Singh,Drama,An epic tale of warriors and kingdoms,8.9
1875,Bharat Ane Nenu,Adventure,A hero rises to defeat his enemies,8.1
1877,Lagaan,Adventure,A young boy discovers his hidden powers,9.0
1879,PK,Adventure,A man fights for justice in a corrupt society,8.3
1880,Rang De Basanti,Comedy,A hero rises to defeat his enemies,9.0
1881,Gully Boy,Sports,A hero rises to defeat his enemies,8.5
1885,Rang De Basanti,Sci-Fi,A romantic tale with unexpected twists,7.5
1887,Swades,Sports,An epic tale of warriors and kingdoms,8.6
1889,Swades,Sports,A romantic tale with unexpected twists,7.0
1894,RRR,Drama,A young boy discovers his hidden powers,8.6
1898,Bharat Ane Nenu,Romance,A romantic tale with unexpected twists,8.4
1900,Magadheera,Drama,A young boy discovers his hidden powers,7.5
1901,Bharat Ane Nenu,Action,An epic tale of warriors and kingdoms,8.2
1903,Rang De Basanti,Sports,A hero rises to defeat his enemies,8.2
1905,Bharat Ane Nenu,Sci-Fi,An epic tale of warriors and kingdoms,9.2
1907,Sholay,Adventure,"A story of love, betrayal, and revenge",9.2
1908,3 Idiots,Thriller,A romantic tale with unexpected twists,9.4
1913,Ala Vaikunthapurramuloo,Mystery,A man fights for justice in a corrupt society,8.3
1915,Ala Vaikunthapurramuloo,Action,A hero rises to defeat his enemies,7.8
1918,Sholay,Comedy,A team of explorers travels through space and time,9.0
1919,Arjun Reddy,Drama,A man fights for justice in a corrupt society,9.5
1920,Rang De Basanti,Sci-Fi,A man fights for justice in a corrupt society,9.2
1922,Kabir Singh,Mystery,A young man rises to power and avenges his family,9.4
1923,Lagaan,Action,A team of explorers travels through space and time,9.2
1924,Kabir Singh,Sci-Fi,A young man rises to power and avenges his family,9.0
1930,Lagaan,Crime,"A story of love, betrayal, and revenge",7.6
1933,Pushpa: The Rise,Drama,A young man rises to power and avenges his family,7.6
1936,Chak De India,Romance,An epic tale of warriors and kingdoms,8.8
1941,Arjun Reddy,Thriller,A hero rises to defeat his enemies,7.6
1942,Taare Zameen Par,Adventure,An epic tale of warriors and kingdoms,8.0
1946,Taare Zameen Par,Sports,A young boy discovers his hidden powers,7.5
1948,Sholay,Thriller,A hero rises to defeat his enemies,9.1
1954,Bharat Ane Nenu,Comedy,A hero rises to defeat his enemies,7.5
1957,Gully Boy,Crime,A man fights for justice in a corrupt society,7.3
1958,PK,Thriller,"A story of love, betrayal, and revenge",8.8
1959,Arjun Reddy,Thriller,"A story of love, betrayal, and revenge",7.7
1964,Baahubali: The Beginning,Adventure,An epic tale of warriors and kingdoms,7.7
1966,Chak De India,Drama,A romantic tale with unexpected twists,8.9
1972,Taare Zameen Par,Sports,A young man rises to power and avenges his family,8.6
1974,Magadheera,Thriller,A man fights for justice in a corrupt society,8.1
1975,PK,Action,A team of explorers travels through space and time,7.5
1980,Taare Zameen Par,Adventure,"A story of love, betrayal, and revenge",8.6
1981,3 Idiots,Mystery,A romantic tale with unexpected twists,9.4
1983,Jersey,Adventure,"A story of love, betrayal, and revenge",8.3
1986,Arjun Reddy,Romance,A team of explorers travels through space and time,7.5
1989,Eega,Comedy,A young man rises to power and avenges his family,7.1
1990,Sholay,Sports,A young man rises to power and avenges his family,8.3
1995,Magadheera,Comedy,A young man rises to power and avenges his family,8.5
1997,Gully Boy,Comedy,A man fights for justice in a corrupt society,8.4
1999,Pushpa: The Rise,Thriller,A young boy discovers his hidden powers,8.2
2004,Jersey,Mystery,An epic tale of warriors and kingdoms,9.1
2006,Rang De Basanti,Sports,An epic tale of warriors and kingdoms,9.5
2011,Dilwale Dulhania Le Jayenge,Sports,A man fights for justice in a corrupt society,8.6
2019,Taare Zameen Par,Mystery,An epic tale of warriors and kingdoms,8.7
2025,3 Idiots,Romance,An epic tale of warriors and kingdoms,7.5
2034,3 Idiots,Drama,A romantic tale with unexpected twists,9.1
2035,Magadheera,Comedy,An epic tale of warriors and kingdoms,9.1
2039,Arjun Reddy,Action,A young man rises to power and avenges his family,9.1
2041,Swades,Romance,An epic tale of warriors and kingdoms,8.6
2045,RRR,Comedy,A hero rises to defeat his enemies,7.1
2047,Ala Vaikunthapurramuloo,Crime,A hero rises to defeat his enemies,9.5
2049,Baahubali: The Beginning,Sports,A team of explorers travels through space and time,9.1
2056,Rang De Basanti,Action,A man fights for justice in a corrupt society,7.8
2058,Lagaan,Thriller,"A story of love, betrayal, and revenge",8.4
2059,Swades,Thriller,A man fights for justice in a corrupt society,8.8
2060,Swades,Romance,A hero rises to defeat his enemies,9.0
2061,Rang De Basanti,Drama,An epic tale of warriors and kingdoms,7.5
2062,Sholay,Sports,"A story of love, betrayal, and revenge",8.8
2070,Drishyam,Adventure,A young man rises to power and avenges his family,7.8
2073,Pushpa: The Rise,Crime,An epic tale of warriors and kingdoms,7.5
2077,Arjun Reddy,Comedy,A young man rises to power and avenges his family,7.2
2078,Baahubali: The Beginning,Mystery,A young man rises to power and avenges his family,8.5
2081,Chak De India,Crime,A romantic tale with unexpected twists,8.2
2082,Swades,Drama,A team of explorers travels through space and time,9.2
2083,3 Idiots,Action,A hero rises to defeat his enemies,7.9
2084,PK,Drama,"A story of love, betrayal, and revenge",8.6
2094,Magadheera,Romance,A team of explorers travels through space and time,8.8
2095,Jersey,Romance,A team of explorers travels through space and time,7.4
2106,Jersey,Sci-Fi,A team of explorers travels through space and time,8.7
2107,Dangal,Sports,A man fights for justice in a corrupt society,8.0
2108,Bharat Ane Nenu,Sports,A young man rises to power and avenges his family,7.3
2109,PK,Comedy,A hero rises to defeat his enemies,8.2
2111,Swades,Adventure,A hero rises to defeat his enemies,8.4
2115,Magadheera,Sci-Fi,A romantic tale with unexpected twists,7.1
2120,Bharat Ane Nenu,Crime,A young man rises to power and avenges his family,9.2
2124,Magadheera,Adventure,A romantic tale with unexpected twists,9.1
2126,Kabir Singh,Action,A young boy discovers his hidden powers,8.2
2127,PK,Drama,A young man rises to power and avenges his family,7.6
2129,Sholay,Sports,A team of explorers travels through space and time,8.3
2138,Bharat Ane Nenu,Sci-Fi,"A story of love, betrayal, and revenge",7.8
2139,Swades,Action,A romantic tale with unexpected twists,8.8
2142,3 Idiots,Drama,A man fights for justice in a corrupt society,9.1
2143,Taare Zameen Par,Sci-Fi,An epic tale of warriors and kingdoms,7.1
2145,Drishyam,Adventure,A hero rises to defeat his enemies,8.8
2147,Pushpa: The Rise,Mystery,A man fights for justice in a corrupt society,9.3
2150,Lagaan,Thriller,A young boy discovers his hidden powers,8.2
